group,trial,projection_seed,entity_type,from_checkpoint,to_checkpoint,from_role,to_role,count
異なる射影,1,20261813,Node,1,5,学習文専用,学習文専用,13
異なる射影,1,20261813,Node,1,5,未登場,学習文専用,4
異なる射影,1,20261813,Node,1,5,無関係文専用,無関係文専用,22
異なる射影,1,20261813,Node,1,5,類似・無関係共有,類似・無関係共有,1
異なる射影,1,20261813,Node,1,5,類似文専用,類似文専用,20
異なる射影,1,20261813,Node,5,10,全共有幹線,全共有幹線,1
異なる射影,1,20261813,Node,5,10,学習・無関係共有,学習・無関係共有,5
異なる射影,1,20261813,Node,5,10,学習・類似共有,学習・類似共有,9
異なる射影,1,20261813,Node,5,10,学習文専用,学習文専用,17
異なる射影,1,20261813,Node,5,10,未登場,学習文専用,2
異なる射影,1,20261813,Node,5,10,無関係文専用,無関係文専用,22
異なる射影,1,20261813,Node,5,10,類似・無関係共有,類似・無関係共有,1
異なる射影,1,20261813,Node,5,10,類似文専用,類似文専用,20
異なる射影,1,20261813,Node,10,20,全共有幹線,全共有幹線,1
異なる射影,1,20261813,Node,10,20,学習・無関係共有,学習・無関係共有,5
異なる射影,1,20261813,Node,10,20,学習・類似共有,学習・類似共有,9
異なる射影,1,20261813,Node,10,20,学習文専用,学習・類似共有,2
異なる射影,1,20261813,Node,10,20,学習文専用,学習文専用,17
異なる射影,1,20261813,Node,10,20,未登場,学習文専用,1
異なる射影,1,20261813,Node,10,20,無関係文専用,学習・無関係共有,1
異なる射影,1,20261813,Node,10,20,無関係文専用,無関係文専用,21
異なる射影,1,20261813,Node,10,20,類似・無関係共有,類似・無関係共有,1
異なる射影,1,20261813,Node,10,20,類似文専用,消失,1
異なる射影,1,20261813,Node,10,20,類似文専用,類似文専用,19
異なる射影,1,20261813,Node,20,50,全共有幹線,全共有幹線,1
異なる射影,1,20261813,Node,20,50,学習・無関係共有,学習・無関係共有,6
異なる射影,1,20261813,Node,20,50,学習・類似共有,学習・類似共有,11
異なる射影,1,20261813,Node,20,50,学習文専用,学習・類似共有,1
異なる射影,1,20261813,Node,20,50,学習文専用,学習文専用,17
異なる射影,1,20261813,Node,20,50,未登場,学習・類似共有,1
異なる射影,1,20261813,Node,20,50,未登場,学習文専用,3
異なる射影,1,20261813,Node,20,50,未登場,無関係文専用,1
異なる射影,1,20261813,Node,20,50,無関係文専用,学習・無関係共有,1
異なる射影,1,20261813,Node,20,50,無関係文専用,無関係文専用,20
異なる射影,1,20261813,Node,20,50,類似・無関係共有,類似・無関係共有,1
異なる射影,1,20261813,Node,20,50,類似文専用,類似文専用,19
異なる射影,1,20261813,Edge,0,1,学習・無関係共有,学習・無関係共有,3
異なる射影,1,20261813,Edge,0,1,学習・類似共有,学習・類似共有,4
異なる射影,1,20261813,Edge,0,1,学習文専用,学習文専用,13
異なる射影,1,20261813,Edge,0,1,無関係文専用,消失,1
異なる射影,1,20261813,Edge,0,1,無関係文専用,無関係文専用,17
異なる射影,1,20261813,Edge,0,1,類似文専用,類似文専用,17
異なる射影,1,20261813,Edge,1,5,学習・無関係共有,学習・無関係共有,3
異なる射影,1,20261813,Edge,1,5,学習・類似共有,学習・類似共有,4
異なる射影,1,20261813,Edge,1,5,学習文専用,学習・類似共有,2
異なる射影,1,20261813,Edge,1,5,学習文専用,学習文専用,11
異なる射影,1,20261813,Edge,1,5,未登場,学習文専用,4
異なる射影,1,20261813,Edge,1,5,無関係文専用,無関係文専用,17
異なる射影,1,20261813,Edge,1,5,類似文専用,類似文専用,17
異なる射影,1,20261813,Edge,5,10,学習・無関係共有,学習・無関係共有,3
異なる射影,1,20261813,Edge,5,10,学習・類似共有,学習・類似共有,6
異なる射影,1,20261813,Edge,5,10,学習文専用,学習文専用,15
異なる射影,1,20261813,Edge,5,10,未登場,学習文専用,2
異なる射影,1,20261813,Edge,5,10,無関係文専用,無関係文専用,17
異なる射影,1,20261813,Edge,5,10,類似文専用,学習・類似共有,1
異なる射影,1,20261813,Edge,5,10,類似文専用,類似文専用,16
異なる射影,1,20261813,Edge,10,20,学習・無関係共有,学習・無関係共有,3
異なる射影,1,20261813,Edge,10,20,学習・類似共有,学習・類似共有,7
異なる射影,1,20261813,Edge,10,20,学習文専用,学習・類似共有,2
異なる射影,1,20261813,Edge,10,20,学習文専用,学習文専用,15
異なる射影,1,20261813,Edge,10,20,未登場,学習文専用,1
異なる射影,1,20261813,Edge,10,20,無関係文専用,学習・無関係共有,1
異なる射影,1,20261813,Edge,10,20,無関係文専用,無関係文専用,16
異なる射影,1,20261813,Edge,10,20,類似文専用,消失,1
異なる射影,1,20261813,Edge,10,20,類似文専用,類似文専用,15
異なる射影,1,20261813,Edge,20,50,学習・無関係共有,学習・無関係共有,4
異なる射影,1,20261813,Edge,20,50,学習・類似共有,学習・類似共有,9
異なる射影,1,20261813,Edge,20,50,学習文専用,学習・類似共有,2
異なる射影,1,20261813,Edge,20,50,学習文専用,学習文専用,14
異なる射影,1,20261813,Edge,20,50,未登場,学習・類似共有,1
異なる射影,1,20261813,Edge,20,50,未登場,学習文専用,4
異なる射影,1,20261813,Edge,20,50,未登場,無関係文専用,1
異なる射影,1,20261813,Edge,20,50,無関係文専用,無関係文専用,16
異なる射影,1,20261813,Edge,20,50,類似文専用,消失,1
異なる射影,1,20261813,Edge,20,50,類似文専用,類似文専用,14
異なる射影,2,20262822,Node,0,1,全共有幹線,全共有幹線,3
異なる射影,2,20262822,Node,0,1,学習・無関係共有,学習・無関係共有,1
異なる射影,2,20262822,Node,0,1,学習・無関係共有,学習文専用,1
異なる射影,2,20262822,Node,0,1,学習・類似共有,学習・類似共有,6
異なる射影,2,20262822,Node,0,1,学習文専用,学習・無関係共有,1
異なる射影,2,20262822,Node,0,1,学習文専用,学習文専用,17
異なる射影,2,20262822,Node,0,1,未登場,学習文専用,1
異なる射影,2,20262822,Node,0,1,無関係文専用,無関係文専用,21
異なる射影,2,20262822,Node,0,1,類似・無関係共有,類似・無関係共有,4
異なる射影,2,20262822,Node,0,1,類似文専用,類似文専用,17
異なる射影,2,20262822,Node,1,5,全共有幹線,全共有幹線,3
異なる射影,2,20262822,Node,1,5,学習・無関係共有,学習・無関係共有,2
異なる射影,2,20262822,Node,1,5,学習・類似共有,学習・類似共有,6
異なる射影,2,20262822,Node,1,5,学習文専用,学習・無関係共有,1
異なる射影,2,20262822,Node,1,5,学習文専用,学習文専用,18
異なる射影,2,20262822,Node,1,5,未登場,学習文専用,2
異なる射影,2,20262822,Node,1,5,無関係文専用,無関係文専用,21
異なる射影,2,20262822,Node,1,5,類似・無関係共有,類似・無関係共有,4
異なる射影,2,20262822,Node,1,5,類似文専用,類似文専用,17
異なる射影,2,20262822,Node,5,10,全共有幹線,全共有幹線,3
異なる射影,2,20262822,Node,5,10,学習・無関係共有,学習・無関係共有,3
異なる射影,2,20262822,Node,5,10,学習・類似共有,学習・類似共有,6
異なる射影,2,20262822,Node,5,10,学習文専用,学習文専用,20
異なる射影,2,20262822,Node,5,10,未登場,学習文専用,4
異なる射影,2,20262822,Node,5,10,無関係文専用,無関係文専用,21
異なる射影,2,20262822,Node,5,10,類似・無関係共有,類似・無関係共有,4
異なる射影,2,20262822,Node,5,10,類似文専用,類似文専用,17
異なる射影,2,20262822,Node,10,20,全共有幹線,全共有幹線,3
異なる射影,2,20262822,Node,10,20,学習・無関係共有,学習・無関係共有,3
異なる射影,2,20262822,Node,10,20,学習・類似共有,全共有幹線,1
異なる射影,2,20262822,Node,10,20,学習・類似共有,学習・類似共有,5
異なる射影,2,20262822,Node,10,20,学習文専用,学習・類似共有,4
異なる射影,2,20262822,Node,10,20,学習文専用,学習文専用,20
異なる射影,2,20262822,Node,10,20,未登場,学習文専用,2
異なる射影,2,20262822,Node,10,20,無関係文専用,無関係文専用,21
異なる射影,2,20262822,Node,10,20,類似・無関係共有,類似・無関係共有,4
異なる射影,2,20262822,Node,10,20,類似文専用,学習・類似共有,1
異なる射影,2,20262822,Node,10,20,類似文専用,類似文専用,16
異なる射影,2,20262822,Node,20,50,全共有幹線,全共有幹線,4
異なる射影,2,20262822,Node,20,50,学習・無関係共有,学習・無関係共有,3
異なる射影,2,20262822,Node,20,50,学習・類似共有,全共有幹線,1
異なる射影,2,20262822,Node,20,50,学習・類似共有,学習・類似共有,9
異なる射影,2,20262822,Node,20,50,学習文専用,学習・無関係共有,1
異なる射影,2,20262822,Node,20,50,学習文専用,学習・類似共有,1
異なる射影,2,20262822,Node,20,50,学習文専用,学習文専用,20
異なる射影,2,20262822,Node,20,50,未登場,学習・類似共有,1
異なる射影,2,20262822,Node,20,50,未登場,学習文専用,5
異なる射影,2,20262822,Node,20,50,未登場,類似文専用,1
異なる射影,2,20262822,Node,20,50,無関係文専用,無関係文専用,21
異なる射影,2,20262822,Node,20,50,類似・無関係共有,類似・無関係共有,4
異なる射影,2,20262822,Node,20,50,類似文専用,消失,2
異なる射影,2,20262822,Node,20,50,類似文専用,類似文専用,14
異なる射影,2,20262822,Edge,0,1,全共有幹線,全共有幹線,2
異なる射影,2,20262822,Edge,0,1,学習・類似共有,学習・類似共有,4
異なる射影,2,20262822,Edge,0,1,学習文専用,学習・無関係共有,1
異なる射影,2,20262822,Edge,0,1,学習文専用,学習文専用,13
異なる射影,2,20262822,Edge,0,1,未登場,学習文専用,1
異なる射影,2,20262822,Edge,0,1,無関係文専用,消失,1
異なる射影,2,20262822,Edge,0,1,無関係文専用,無関係文専用,15
異なる射影,2,20262822,Edge,0,1,類似・無関係共有,類似・無関係共有,2
異なる射影,2,20262822,Edge,0,1,類似文専用,類似文専用,14
異なる射影,2,20262822,Edge,1,5,全共有幹線,全共有幹線,2
異なる射影,2,20262822,Edge,1,5,学習・無関係共有,学習・無関係共有,1
異なる射影,2,20262822,Edge,1,5,学習・類似共有,学習・類似共有,4
異なる射影,2,20262822,Edge,1,5,学習文専用,学習・無関係共有,1
異なる射影,2,20262822,Edge,1,5,学習文専用,学習・類似共有,1
異なる射影,2,20262822,Edge,1,5,学習文専用,学習文専用,12
異なる射影,2,20262822,Edge,1,5,未登場,学習文専用,2
異なる射影,2,20262822,Edge,1,5,無関係文専用,無関係文専用,15
異なる射影,2,20262822,Edge,1,5,類似・無関係共有,類似・無関係共有,2
異なる射影,2,20262822,Edge,1,5,類似文専用,類似文専用,14
異なる射影,2,20262822,Edge,5,10,全共有幹線,全共有幹線,2
異なる射影,2,20262822,Edge,5,10,学習・無関係共有,学習・無関係共有,2
異なる射影,2,20262822,Edge,5,10,学習・類似共有,学習・類似共有,5
異なる射影,2,20262822,Edge,5,10,学習文専用,学習文専用,14
異なる射影,2,20262822,Edge,5,10,未登場,学習文専用,4
異なる射影,2,20262822,Edge,5,10,無関係文専用,無関係文専用,15
異なる射影,2,20262822,Edge,5,10,類似・無関係共有,類似・無関係共有,2
異なる射影,2,20262822,Edge,5,10,類似文専用,類似文専用,14
異なる射影,2,20262822,Edge,10,20,全共有幹線,全共有幹線,2
異なる射影,2,20262822,Edge,10,20,学習・無関係共有,学習・無関係共有,2
異なる射影,2,20262822,Edge,10,20,学習・類似共有,全共有幹線,2
異なる射影,2,20262822,Edge,10,20,学習・類似共有,学習・類似共有,3
異なる射影,2,20262822,Edge,10,20,学習文専用,学習・類似共有,4
異なる射影,2,20262822,Edge,10,20,学習文専用,学習文専用,14
異なる射影,2,20262822,Edge,10,20,未登場,学習文専用,2
異なる射影,2,20262822,Edge,10,20,無関係文専用,無関係文専用,15
異なる射影,2,20262822,Edge,10,20,類似・無関係共有,類似・無関係共有,2
異なる射影,2,20262822,Edge,10,20,類似文専用,学習・類似共有,1
異なる射影,2,20262822,Edge,10,20,類似文専用,類似文専用,13
異なる射影,2,20262822,Edge,20,50,全共有幹線,全共有幹線,4
異なる射影,2,20262822,Edge,20,50,学習・無関係共有,学習・無関係共有,2
異なる射影,2,20262822,Edge,20,50,学習・類似共有,全共有幹線,1
異なる射影,2,20262822,Edge,20,50,学習・類似共有,学習・類似共有,7
異なる射影,2,20262822,Edge,20,50,学習文専用,学習・無関係共有,1
異なる射影,2,20262822,Edge,20,50,学習文専用,学習・類似共有,1
異なる射影,2,20262822,Edge,20,50,学習文専用,学習文専用,14
異なる射影,2,20262822,Edge,20,50,未登場,学習・類似共有,1
異なる射影,2,20262822,Edge,20,50,未登場,学習文専用,6
異なる射影,2,20262822,Edge,20,50,未登場,類似文専用,1
異なる射影,2,20262822,Edge,20,50,無関係文専用,無関係文専用,15
異なる射影,2,20262822,Edge,20,50,類似・無関係共有,類似・無関係共有,2
異なる射影,2,20262822,Edge,20,50,類似文専用,消失,3
異なる射影,2,20262822,Edge,20,50,類似文専用,類似文専用,10
異なる射影,3,20263831,Node,0,1,学習・無関係共有,学習・無関係共有,6
異なる射影,3,20263831,Node,0,1,学習文専用,学習文専用,22
異なる射影,3,20263831,Node,0,1,無関係文専用,無関係文専用,22
異なる射影,3,20263831,Node,0,1,類似・無関係共有,類似・無関係共有,3
異なる射影,3,20263831,Node,0,1,類似文専用,類似文専用,26
異なる射影,3,20263831,Node,1,5,学習・無関係共有,学習・無関係共有,6
異なる射影,3,20263831,Node,1,5,学習文専用,学習文専用,22
異なる射影,3,20263831,Node,1,5,未登場,学習文専用,1
異なる射影,3,20263831,Node,1,5,無関係文専用,無関係文専用,22
異なる射影,3,20263831,Node,1,5,類似・無関係共有,類似・無関係共有,3
異なる射影,3,20263831,Node,1,5,類似文専用,類似文専用,26
異なる射影,3,20263831,Node,5,10,学習・無関係共有,学習・無関係共有,6
異なる射影,3,20263831,Node,5,10,学習文専用,学習文専用,23
異なる射影,3,20263831,Node,5,10,未登場,学習文専用,2
異なる射影,3,20263831,Node,5,10,無関係文専用,無関係文専用,22
異なる射影,3,20263831,Node,5,10,類似・無関係共有,類似・無関係共有,3
異なる射影,3,20263831,Node,5,10,類似文専用,類似文専用,26
異なる射影,3,20263831,Node,10,20,学習・無関係共有,学習・無関係共有,6
異なる射影,3,20263831,Node,10,20,学習文専用,学習文専用,25
異なる射影,3,20263831,Node,10,20,無関係文専用,無関係文専用,22
異なる射影,3,20263831,Node,10,20,類似・無関係共有,類似・無関係共有,3
異なる射影,3,20263831,Node,10,20,類似文専用,類似文専用,26
異なる射影,3,20263831,Node,20,50,学習・無関係共有,学習・無関係共有,6
異なる射影,3,20263831,Node,20,50,学習文専用,学習文専用,25
異なる射影,3,20263831,Node,20,50,未登場,学習文専用,1
異なる射影,3,20263831,Node,20,50,無関係文専用,無関係文専用,22
異なる射影,3,20263831,Node,20,50,類似・無関係共有,類似・無関係共有,3
異なる射影,3,20263831,Node,20,50,類似文専用,類似文専用,26
異なる射影,3,20263831,Edge,0,1,学習・無関係共有,学習・無関係共有,5
異なる射影,3,20263831,Edge,0,1,学習文専用,学習文専用,16
異なる射影,3,20263831,Edge,0,1,無関係文専用,無関係文専用,15
異なる射影,3,20263831,Edge,0,1,類似・無関係共有,類似・無関係共有,2
異なる射影,3,20263831,Edge,0,1,類似文専用,類似文専用,18
異なる射影,3,20263831,Edge,1,5,学習・無関係共有,学習・無関係共有,5
異なる射影,3,20263831,Edge,1,5,学習文専用,学習文専用,16
異なる射影,3,20263831,Edge,1,5,未登場,学習文専用,1
異なる射影,3,20263831,Edge,1,5,無関係文専用,無関係文専用,15
異なる射影,3,20263831,Edge,1,5,類似・無関係共有,類似・無関係共有,2
異なる射影,3,20263831,Edge,1,5,類似文専用,類似文専用,18
異なる射影,3,20263831,Edge,5,10,学習・無関係共有,学習・無関係共有,5
異なる射影,3,20263831,Edge,5,10,学習文専用,学習文専用,17
異なる射影,3,20263831,Edge,5,10,未登場,学習文専用,2
異なる射影,3,20263831,Edge,5,10,無関係文専用,無関係文専用,15
異なる射影,3,20263831,Edge,5,10,類似・無関係共有,類似・無関係共有,2
異なる射影,3,20263831,Edge,5,10,類似文専用,類似文専用,18
異なる射影,3,20263831,Edge,10,20,学習・無関係共有,学習・無関係共有,5
異なる射影,3,20263831,Edge,10,20,学習文専用,学習文専用,19
異なる射影,3,20263831,Edge,10,20,未登場,学習・無関係共有,1
異なる射影,3,20263831,Edge,10,20,未登場,学習文専用,1
異なる射影,3,20263831,Edge,10,20,無関係文専用,消失,1
異なる射影,3,20263831,Edge,10,20,無関係文専用,無関係文専用,14
異なる射影,3,20263831,Edge,10,20,類似・無関係共有,類似・無関係共有,2
異なる射影,3,20263831,Edge,10,20,類似文専用,類似文専用,18
異なる射影,3,20263831,Edge,20,50,学習・無関係共有,学習・無関係共有,6
異なる射影,3,20263831,Edge,20,50,学習文専用,学習文専用,20
異なる射影,3,20263831,Edge,20,50,未登場,学習文専用,1
異なる射影,3,20263831,Edge,20,50,無関係文専用,無関係文専用,14
異なる射影,3,20263831,Edge,20,50,類似・無関係共有,類似・無関係共有,2
異なる射影,3,20263831,Edge,20,50,類似文専用,類似文専用,18
異なる射影,4,20264840,Node,0,1,全共有幹線,全共有幹線,5
異なる射影,4,20264840,Node,0,1,学習・類似共有,学習・類似共有,6
異なる射影,4,20264840,Node,0,1,学習文専用,学習文専用,17
異なる射影,4,20264840,Node,0,1,未登場,類似文専用,1
異なる射影,4,20264840,Node,0,1,無関係文専用,無関係文専用,25
異なる射影,4,20264840,Node,0,1,類似・無関係共有,類似・無関係共有,1
異なる射影,4,20264840,Node,0,1,類似文専用,学習・類似共有,2
異なる射影,4,20264840,Node,0,1,類似文専用,類似文専用,17
異なる射影,4,20264840,Node,1,5,全共有幹線,全共有幹線,5
異なる射影,4,20264840,Node,1,5,学習・類似共有,学習・類似共有,8
異なる射影,4,20264840,Node,1,5,学習文専用,学習・類似共有,2
異なる射影,4,20264840,Node,1,5,学習文専用,学習文専用,15
異なる射影,4,20264840,Node,1,5,未登場,学習・類似共有,1
異なる射影,4,20264840,Node,1,5,無関係文専用,全共有幹線,1
異なる射影,4,20264840,Node,1,5,無関係文専用,無関係文専用,24
異なる射影,4,20264840,Node,1,5,類似・無関係共有,類似・無関係共有,1
異なる射影,4,20264840,Node,1,5,類似文専用,類似文専用,18
異なる射影,4,20264840,Node,5,10,全共有幹線,全共有幹線,6
異なる射影,4,20264840,Node,5,10,学習・類似共有,全共有幹線,1
異なる射影,4,20264840,Node,5,10,学習・類似共有,学習・類似共有,9
異なる射影,4,20264840,Node,5,10,学習・類似共有,学習文専用,1
異なる射影,4,20264840,Node,5,10,学習文専用,学習文専用,15
異なる射影,4,20264840,Node,5,10,未登場,学習文専用,1
異なる射影,4,20264840,Node,5,10,無関係文専用,無関係文専用,24
異なる射影,4,20264840,Node,5,10,類似・無関係共有,類似・無関係共有,1
異なる射影,4,20264840,Node,5,10,類似文専用,類似文専用,18
異なる射影,4,20264840,Node,10,20,全共有幹線,全共有幹線,7
異なる射影,4,20264840,Node,10,20,学習・類似共有,全共有幹線,1
異なる射影,4,20264840,Node,10,20,学習・類似共有,学習・類似共有,8
異なる射影,4,20264840,Node,10,20,学習文専用,学習文専用,17
異なる射影,4,20264840,Node,10,20,未登場,学習・類似共有,1
異なる射影,4,20264840,Node,10,20,未登場,学習文専用,2
異なる射影,4,20264840,Node,10,20,無関係文専用,消失,1
異なる射影,4,20264840,Node,10,20,無関係文専用,無関係文専用,23
異なる射影,4,20264840,Node,10,20,類似・無関係共有,全共有幹線,1
異なる射影,4,20264840,Node,10,20,類似文専用,全共有幹線,1
異なる射影,4,20264840,Node,10,20,類似文専用,類似文専用,17
異なる射影,4,20264840,Node,20,50,全共有幹線,全共有幹線,10
異なる射影,4,20264840,Node,20,50,学習・類似共有,学習・類似共有,9
異なる射影,4,20264840,Node,20,50,学習文専用,学習・類似共有,2
異なる射影,4,20264840,Node,20,50,学習文専用,学習文専用,17
異なる射影,4,20264840,Node,20,50,未登場,全共有幹線,1
異なる射影,4,20264840,Node,20,50,未登場,学習文専用,1
異なる射影,4,20264840,Node,20,50,未登場,類似・無関係共有,1
異なる射影,4,20264840,Node,20,50,無関係文専用,全共有幹線,1
異なる射影,4,20264840,Node,20,50,無関係文専用,無関係文専用,21
異なる射影,4,20264840,Node,20,50,無関係文専用,類似・無関係共有,1
異なる射影,4,20264840,Node,20,50,類似文専用,類似文専用,17
異なる射影,4,20264840,Edge,0,1,全共有幹線,全共有幹線,3
異なる射影,4,20264840,Edge,0,1,学習・類似共有,学習・類似共有,3
異なる射影,4,20264840,Edge,0,1,学習文専用,学習文専用,13
異なる射影,4,20264840,Edge,0,1,未登場,類似文専用,1
異なる射影,4,20264840,Edge,0,1,無関係文専用,無関係文専用,17
異なる射影,4,20264840,Edge,0,1,類似・無関係共有,類似・無関係共有,1
異なる射影,4,20264840,Edge,0,1,類似文専用,学習・類似共有,2
異なる射影,4,20264840,Edge,0,1,類似文専用,類似文専用,12
異なる射影,4,20264840,Edge,1,5,全共有幹線,全共有幹線,3
異なる射影,4,20264840,Edge,1,5,学習・類似共有,学習・類似共有,5
異なる射影,4,20264840,Edge,1,5,学習文専用,学習・類似共有,2
異なる射影,4,20264840,Edge,1,5,学習文専用,学習文専用,11
異なる射影,4,20264840,Edge,1,5,未登場,学習・類似共有,1
異なる射影,4,20264840,Edge,1,5,無関係文専用,全共有幹線,1
異なる射影,4,20264840,Edge,1,5,無関係文専用,無関係文専用,16
異なる射影,4,20264840,Edge,1,5,類似・無関係共有,類似・無関係共有,1
異なる射影,4,20264840,Edge,1,5,類似文専用,類似文専用,13
異なる射影,4,20264840,Edge,5,10,全共有幹線,全共有幹線,4
異なる射影,4,20264840,Edge,5,10,学習・類似共有,全共有幹線,1
異なる射影,4,20264840,Edge,5,10,学習・類似共有,学習・類似共有,7
異なる射影,4,20264840,Edge,5,10,学習文専用,学習文専用,11
異なる射影,4,20264840,Edge,5,10,未登場,学習文専用,1
異なる射影,4,20264840,Edge,5,10,無関係文専用,無関係文専用,16
異なる射影,4,20264840,Edge,5,10,類似・無関係共有,類似・無関係共有,1
異なる射影,4,20264840,Edge,5,10,類似文専用,消失,1
異なる射影,4,20264840,Edge,5,10,類似文専用,類似文専用,12
異なる射影,4,20264840,Edge,10,20,全共有幹線,全共有幹線,5
異なる射影,4,20264840,Edge,10,20,学習・類似共有,全共有幹線,1
異なる射影,4,20264840,Edge,10,20,学習・類似共有,学習・類似共有,6
異なる射影,4,20264840,Edge,10,20,学習文専用,学習文専用,12
異なる射影,4,20264840,Edge,10,20,未登場,学習・類似共有,1
異なる射影,4,20264840,Edge,10,20,未登場,学習文専用,3
異なる射影,4,20264840,Edge,10,20,無関係文専用,消失,1
異なる射影,4,20264840,Edge,10,20,無関係文専用,無関係文専用,15
異なる射影,4,20264840,Edge,10,20,類似・無関係共有,全共有幹線,1
異なる射影,4,20264840,Edge,10,20,類似文専用,全共有幹線,1
異なる射影,4,20264840,Edge,10,20,類似文専用,類似文専用,11
異なる射影,4,20264840,Edge,20,50,全共有幹線,全共有幹線,8
異なる射影,4,20264840,Edge,20,50,学習・類似共有,学習・類似共有,7
異なる射影,4,20264840,Edge,20,50,学習文専用,学習・類似共有,2
異なる射影,4,20264840,Edge,20,50,学習文専用,学習文専用,13
異なる射影,4,20264840,Edge,20,50,未登場,全共有幹線,1
異なる射影,4,20264840,Edge,20,50,未登場,学習文専用,1
異なる射影,4,20264840,Edge,20,50,未登場,類似・無関係共有,1
異なる射影,4,20264840,Edge,20,50,無関係文専用,全共有幹線,1
異なる射影,4,20264840,Edge,20,50,無関係文専用,無関係文専用,13
異なる射影,4,20264840,Edge,20,50,無関係文専用,類似・無関係共有,1
異なる射影,4,20264840,Edge,20,50,類似文専用,類似文専用,11
異なる射影,5,20265849,Node,0,1,学習・無関係共有,学習・無関係共有,3
異なる射影,5,20265849,Node,0,1,学習・類似共有,学習・類似共有,17
異なる射影,5,20265849,Node,0,1,学習文専用,学習文専用,11
異なる射影,5,20265849,Node,0,1,無関係文専用,無関係文専用,25
異なる射影,5,20265849,Node,0,1,類似文専用,学習・類似共有,1
異なる射影,5,20265849,Node,0,1,類似文専用,類似文専用,13
異なる射影,5,20265849,Node,1,5,学習・無関係共有,学習・無関係共有,3
異なる射影,5,20265849,Node,1,5,学習・類似共有,学習・類似共有,18
異なる射影,5,20265849,Node,1,5,学習文専用,学習文専用,11
異なる射影,5,20265849,Node,1,5,未登場,学習文専用,2
異なる射影,5,20265849,Node,1,5,無関係文専用,無関係文専用,25
異なる射影,5,20265849,Node,1,5,類似文専用,類似・無関係共有,1
異なる射影,5,20265849,Node,1,5,類似文専用,類似文専用,12
異なる射影,5,20265849,Node,5,10,学習・無関係共有,学習・無関係共有,3
異なる射影,5,20265849,Node,5,10,学習・類似共有,学習・類似共有,18
異なる射影,5,20265849,Node,5,10,学習文専用,学習文専用,13
異なる射影,5,20265849,Node,5,10,未登場,学習・類似共有,1
異なる射影,5,20265849,Node,5,10,無関係文専用,学習・無関係共有,1
異なる射影,5,20265849,Node,5,10,無関係文専用,無関係文専用,24
異なる射影,5,20265849,Node,5,10,類似・無関係共有,類似・無関係共有,1
異なる射影,5,20265849,Node,5,10,類似文専用,類似文専用,12
異なる射影,5,20265849,Node,10,20,学習・無関係共有,学習・無関係共有,4
異なる射影,5,20265849,Node,10,20,学習・類似共有,学習・類似共有,19
異なる射影,5,20265849,Node,10,20,学習文専用,学習文専用,13
異なる射影,5,20265849,Node,10,20,未登場,学習・類似共有,2
異なる射影,5,20265849,Node,10,20,無関係文専用,無関係文専用,24
異なる射影,5,20265849,Node,10,20,類似・無関係共有,全共有幹線,1
異なる射影,5,20265849,Node,10,20,類似文専用,学習・類似共有,1
異なる射影,5,20265849,Node,10,20,類似文専用,類似文専用,11
異なる射影,5,20265849,Node,20,50,全共有幹線,全共有幹線,1
異なる射影,5,20265849,Node,20,50,学習・無関係共有,全共有幹線,1
異なる射影,5,20265849,Node,20,50,学習・無関係共有,学習・無関係共有,3
異なる射影,5,20265849,Node,20,50,学習・類似共有,全共有幹線,1
異なる射影,5,20265849,Node,20,50,学習・類似共有,学習・類似共有,21
異なる射影,5,20265849,Node,20,50,学習文専用,学習文専用,13
異なる射影,5,20265849,Node,20,50,未登場,全共有幹線,1
異なる射影,5,20265849,Node,20,50,未登場,学習・類似共有,1
異なる射影,5,20265849,Node,20,50,未登場,学習文専用,2
異なる射影,5,20265849,Node,20,50,無関係文専用,消失,1
異なる射影,5,20265849,Node,20,50,無関係文専用,無関係文専用,23
異なる射影,5,20265849,Node,20,50,類似文専用,類似文専用,11
異なる射影,5,20265849,Edge,0,1,学習・無関係共有,学習・無関係共有,2
異なる射影,5,20265849,Edge,0,1,学習・類似共有,学習・類似共有,14
異なる射影,5,20265849,Edge,0,1,学習文専用,学習文専用,6
異なる射影,5,20265849,Edge,0,1,未登場,学習・類似共有,1
異なる射影,5,20265849,Edge,0,1,無関係文専用,無関係文専用,18
異なる射影,5,20265849,Edge,0,1,類似文専用,類似文専用,8
異なる射影,5,20265849,Edge,1,5,学習・無関係共有,学習・無関係共有,2
異なる射影,5,20265849,Edge,1,5,学習・類似共有,学習・類似共有,15
異なる射影,5,20265849,Edge,1,5,学習文専用,学習文専用,6
異なる射影,5,20265849,Edge,1,5,未登場,学習文専用,2
異なる射影,5,20265849,Edge,1,5,未登場,無関係文専用,1
異なる射影,5,20265849,Edge,1,5,無関係文専用,無関係文専用,18
異なる射影,5,20265849,Edge,1,5,類似文専用,類似文専用,8
異なる射影,5,20265849,Edge,5,10,学習・無関係共有,学習・無関係共有,2
異なる射影,5,20265849,Edge,5,10,学習・類似共有,学習・類似共有,15
異なる射影,5,20265849,Edge,5,10,学習文専用,学習文専用,8
異なる射影,5,20265849,Edge,5,10,未登場,学習・類似共有,1
異なる射影,5,20265849,Edge,5,10,未登場,学習文専用,1
異なる射影,5,20265849,Edge,5,10,未登場,類似文専用,1
異なる射影,5,20265849,Edge,5,10,無関係文専用,学習・無関係共有,1
