group,trial,projection_seed,label,text,entity_type,entity,first_checkpoint,last_checkpoint,appearances,possible_stages_from_birth,survival_fraction,longest_consecutive_stages,survived_to_final,continuous_to_final,category
固定射影,3,20260804,学習文,今日は晴れて気持ちいい,node,33,0,50,6,6,1.0,6,1,1,中核経路
固定射影,3,20260804,学習文,今日は晴れて気持ちいい,node,545,0,50,6,6,1.0,6,1,1,中核経路
固定射影,3,20260804,学習文,今日は晴れて気持ちいい,node,550,0,50,6,6,1.0,6,1,1,中核経路
固定射影,3,20260804,学習文,今日は晴れて気持ちいい,node,298,50,50,1,1,1.0,1,1,1,定着した成長経路
固定射影,3,20260804,学習文,今日は晴れて気持ちいい,node,45,0,50,6,6,1.0,6,1,1,中核経路
固定射影,3,20260804,学習文,今日は晴れて気持ちいい,node,312,0,50,6,6,1.0,6,1,1,中核経路
固定射影,3,20260804,学習文,今日は晴れて気持ちいい,node,572,0,50,6,6,1.0,6,1,1,中核経路
固定射影,3,20260804,学習文,今日は晴れて気持ちいい,node,574,5,50,4,4,1.0,4,1,1,定着した成長経路
固定射影,3,20260804,学習文,今日は晴れて気持ちいい,node,63,0,50,6,6,1.0,6,1,1,中核経路
固定射影,3,20260804,学習文,今日は晴れて気持ちいい,node,318,20,50,2,2,1.0,2,1,1,定着した成長経路
固定射影,3,20260804,学習文,今日は晴れて気持ちいい,node,66,20,50,2,2,1.0,2,1,1,定着した成長経路
固定射影,3,20260804,学習文,今日は晴れて気持ちいい,node,81,0,50,6,6,1.0,6,1,1,中核経路
固定射影,3,20260804,学習文,今日は晴れて気持ちいい,node,84,0,50,6,6,1.0,6,1,1,中核経路
固定射影,3,20260804,学習文,今日は晴れて気持ちいい,node,349,0,50,6,6,1.0,6,1,1,中核経路
固定射影,3,20260804,学習文,今日は晴れて気持ちいい,node,354,5,50,4,4,1.0,4,1,1,定着した成長経路
固定射影,3,20260804,学習文,今日は晴れて気持ちいい,node,355,50,50,1,1,1.0,1,1,1,定着した成長経路
固定射影,3,20260804,学習文,今日は晴れて気持ちいい,node,102,50,50,1,1,1.0,1,1,1,定着した成長経路
固定射影,3,20260804,学習文,今日は晴れて気持ちいい,node,362,20,50,2,2,1.0,2,1,1,定着した成長経路
固定射影,3,20260804,学習文,今日は晴れて気持ちいい,node,369,0,50,6,6,1.0,6,1,1,中核経路
固定射影,3,20260804,学習文,今日は晴れて気持ちいい,node,372,0,50,6,6,1.0,6,1,1,中核経路
固定射影,3,20260804,学習文,今日は晴れて気持ちいい,node,121,0,50,6,6,1.0,6,1,1,中核経路
固定射影,3,20260804,学習文,今日は晴れて気持ちいい,node,381,0,50,6,6,1.0,6,1,1,中核経路
固定射影,3,20260804,学習文,今日は晴れて気持ちいい,node,399,0,50,6,6,1.0,6,1,1,中核経路
固定射影,3,20260804,学習文,今日は晴れて気持ちいい,node,144,10,50,3,3,1.0,3,1,1,定着した成長経路
固定射影,3,20260804,学習文,今日は晴れて気持ちいい,node,148,0,50,6,6,1.0,6,1,1,中核経路
固定射影,3,20260804,学習文,今日は晴れて気持ちいい,node,409,0,50,6,6,1.0,6,1,1,中核経路
固定射影,3,20260804,学習文,今日は晴れて気持ちいい,node,164,0,50,6,6,1.0,6,1,1,中核経路
固定射影,3,20260804,学習文,今日は晴れて気持ちいい,node,422,10,50,3,3,1.0,3,1,1,定着した成長経路
固定射影,3,20260804,学習文,今日は晴れて気持ちいい,node,168,0,50,6,6,1.0,6,1,1,中核経路
固定射影,3,20260804,学習文,今日は晴れて気持ちいい,node,169,0,50,6,6,1.0,6,1,1,中核経路
固定射影,3,20260804,学習文,今日は晴れて気持ちいい,node,201,0,50,6,6,1.0,6,1,1,中核経路
固定射影,3,20260804,学習文,今日は晴れて気持ちいい,node,461,20,50,2,2,1.0,2,1,1,定着した成長経路
固定射影,3,20260804,学習文,今日は晴れて気持ちいい,node,463,20,50,2,2,1.0,2,1,1,定着した成長経路
固定射影,3,20260804,学習文,今日は晴れて気持ちいい,node,212,0,50,6,6,1.0,6,1,1,中核経路
固定射影,3,20260804,学習文,今日は晴れて気持ちいい,node,224,0,50,6,6,1.0,6,1,1,中核経路
固定射影,3,20260804,学習文,今日は晴れて気持ちいい,node,235,0,50,6,6,1.0,6,1,1,中核経路
固定射影,3,20260804,学習文,今日は晴れて気持ちいい,node,492,0,50,6,6,1.0,6,1,1,中核経路
固定射影,3,20260804,学習文,今日は晴れて気持ちいい,node,241,20,50,2,2,1.0,2,1,1,定着した成長経路
固定射影,3,20260804,学習文,今日は晴れて気持ちいい,node,502,20,50,2,2,1.0,2,1,1,定着した成長経路
固定射影,3,20260804,学習文,今日は晴れて気持ちいい,node,252,50,50,1,1,1.0,1,1,1,定着した成長経路
固定射影,3,20260804,学習文,今日は晴れて気持ちいい,node,509,1,50,5,5,1.0,5,1,1,定着した成長経路
固定射影,3,20260804,学習文,今日は晴れて気持ちいい,node,511,1,50,5,5,1.0,5,1,1,定着した成長経路
固定射影,3,20260804,学習文,今日は晴れて気持ちいい,edge,"[22, 536]",0,50,6,6,1.0,6,1,1,中核経路
固定射影,3,20260804,学習文,今日は晴れて気持ちいい,edge,"[369, 409]",0,50,6,6,1.0,6,1,1,中核経路
固定射影,3,20260804,学習文,今日は晴れて気持ちいい,edge,"[22, 66]",20,50,2,2,1.0,2,1,1,定着した成長経路
固定射影,3,20260804,学習文,今日は晴れて気持ちいい,edge,"[201, 572]",0,50,6,6,1.0,6,1,1,中核経路
固定射影,3,20260804,学習文,今日は晴れて気持ちいい,edge,"[45, 312]",0,50,6,6,1.0,6,1,1,中核経路
固定射影,3,20260804,学習文,今日は晴れて気持ちいい,edge,"[33, 463]",20,50,2,2,1.0,2,1,1,定着した成長経路
固定射影,3,20260804,学習文,今日は晴れて気持ちいい,edge,"[381, 502]",20,50,2,2,1.0,2,1,1,定着した成長経路
固定射影,3,20260804,学習文,今日は晴れて気持ちいい,edge,"[81, 399]",0,50,6,6,1.0,6,1,1,中核経路
固定射影,3,20260804,学習文,今日は晴れて気持ちいい,edge,"[201, 224]",0,50,6,6,1.0,6,1,1,中核経路
固定射影,3,20260804,学習文,今日は晴れて気持ちいい,edge,"[168, 312]",0,50,6,6,1.0,6,1,1,中核経路
固定射影,3,20260804,学習文,今日は晴れて気持ちいい,edge,"[164, 354]",5,50,4,4,1.0,4,1,1,定着した成長経路
固定射影,3,20260804,学習文,今日は晴れて気持ちいい,edge,"[33, 121]",0,50,6,6,1.0,6,1,1,中核経路
固定射影,3,20260804,学習文,今日は晴れて気持ちいい,edge,"[102, 574]",50,50,1,1,1.0,1,1,1,定着した成長経路
固定射影,3,20260804,学習文,今日は晴れて気持ちいい,edge,"[235, 362]",20,50,2,2,1.0,2,1,1,定着した成長経路
固定射影,3,20260804,学習文,今日は晴れて気持ちいい,edge,"[169, 545]",0,50,6,6,1.0,6,1,1,中核経路
固定射影,3,20260804,学習文,今日は晴れて気持ちいい,edge,"[84, 492]",0,50,6,6,1.0,6,1,1,中核経路
固定射影,3,20260804,学習文,今日は晴れて気持ちいい,edge,"[298, 354]",50,50,1,1,1.0,1,1,1,定着した成長経路
固定射影,3,20260804,学習文,今日は晴れて気持ちいい,edge,"[164, 399]",0,50,6,6,1.0,6,1,1,中核経路
固定射影,3,20260804,学習文,今日は晴れて気持ちいい,edge,"[81, 511]",1,50,5,5,1.0,5,1,1,定着した成長経路
固定射影,3,20260804,学習文,今日は晴れて気持ちいい,edge,"[201, 235]",0,50,6,6,1.0,6,1,1,中核経路
固定射影,3,20260804,学習文,今日は晴れて気持ちいい,edge,"[461, 509]",20,50,2,2,1.0,2,1,1,定着した成長経路
固定射影,3,20260804,学習文,今日は晴れて気持ちいい,edge,"[349, 545]",0,50,6,6,1.0,6,1,1,中核経路
固定射影,3,20260804,学習文,今日は晴れて気持ちいい,edge,"[212, 509]",1,50,5,5,1.0,5,1,1,定着した成長経路
固定射影,3,20260804,学習文,今日は晴れて気持ちいい,edge,"[277, 492]",0,50,6,6,1.0,6,1,1,中核経路
固定射影,3,20260804,学習文,今日は晴れて気持ちいい,edge,"[550, 574]",5,50,4,4,1.0,4,1,1,定着した成長経路
固定射影,3,20260804,学習文,今日は晴れて気持ちいい,edge,"[148, 536]",0,50,6,6,1.0,6,1,1,中核経路
固定射影,3,20260804,学習文,今日は晴れて気持ちいい,edge,"[409, 422]",10,50,3,3,1.0,3,1,1,定着した成長経路
固定射影,3,20260804,学習文,今日は晴れて気持ちいい,edge,"[318, 511]",20,50,2,2,1.0,2,1,1,定着した成長経路
固定射影,3,20260804,学習文,今日は晴れて気持ちいい,edge,"[84, 277]",0,50,6,6,1.0,6,1,1,中核経路
固定射影,3,20260804,学習文,今日は晴れて気持ちいい,edge,"[144, 148]",10,50,3,3,1.0,3,1,1,定着した成長経路
固定射影,3,20260804,学習文,今日は晴れて気持ちいい,edge,"[241, 572]",20,50,2,2,1.0,2,1,1,定着した成長経路
固定射影,3,20260804,学習文,今日は晴れて気持ちいい,edge,"[369, 550]",0,50,6,6,1.0,6,1,1,中核経路
固定射影,3,20260804,学習文,今日は晴れて気持ちいい,edge,"[252, 422]",50,50,1,1,1.0,1,1,1,定着した成長経路
固定射影,3,20260804,学習文,今日は晴れて気持ちいい,edge,"[121, 381]",0,50,6,6,1.0,6,1,1,中核経路
固定射影,3,20260804,学習文,今日は晴れて気持ちいい,edge,"[212, 224]",0,50,6,6,1.0,6,1,1,中核経路
固定射影,3,20260804,学習文,今日は晴れて気持ちいい,edge,"[144, 355]",50,50,1,1,1.0,1,1,1,定着した成長経路
固定射影,3,20260804,類似文,今日の天気は最高だ,node,512,0,50,6,6,1.0,6,1,1,中核経路
固定射影,3,20260804,類似文,今日の天気は最高だ,node,1,0,50,6,6,1.0,6,1,1,中核経路
固定射影,3,20260804,類似文,今日の天気は最高だ,node,135,0,50,6,6,1.0,6,1,1,中核経路
固定射影,3,20260804,類似文,今日の天気は最高だ,node,393,10,50,3,3,1.0,3,1,1,定着した成長経路
固定射影,3,20260804,類似文,今日の天気は最高だ,node,271,50,50,1,1,1.0,1,1,1,定着した成長経路
固定射影,3,20260804,類似文,今日の天気は最高だ,node,144,20,50,2,2,1.0,2,1,1,定着した成長経路
固定射影,3,20260804,類似文,今日の天気は最高だ,node,148,0,50,6,6,1.0,6,1,1,中核経路
固定射影,3,20260804,類似文,今日の天気は最高だ,node,277,0,50,6,6,1.0,6,1,1,中核経路
固定射影,3,20260804,類似文,今日の天気は最高だ,node,22,0,50,6,6,1.0,6,1,1,中核経路
固定射影,3,20260804,類似文,今日の天気は最高だ,node,405,0,50,6,6,1.0,6,1,1,中核経路
固定射影,3,20260804,類似文,今日の天気は最高だ,node,536,0,50,6,6,1.0,6,1,1,中核経路
固定射影,3,20260804,類似文,今日の天気は最高だ,node,155,0,50,6,6,1.0,6,1,1,中核経路
固定射影,3,20260804,類似文,今日の天気は最高だ,node,545,0,50,6,6,1.0,6,1,1,中核経路
固定射影,3,20260804,類似文,今日の天気は最高だ,node,36,5,50,4,4,1.0,4,1,1,定着した成長経路
固定射影,3,20260804,類似文,今日の天気は最高だ,node,165,0,50,6,6,1.0,6,1,1,中核経路
固定射影,3,20260804,類似文,今日の天気は最高だ,node,169,0,50,6,6,1.0,6,1,1,中核経路
固定射影,3,20260804,類似文,今日の天気は最高だ,node,302,0,50,6,6,1.0,6,1,1,中核経路
固定射影,3,20260804,類似文,今日の天気は最高だ,node,51,0,50,6,6,1.0,6,1,1,中核経路
固定射影,3,20260804,類似文,今日の天気は最高だ,node,443,0,50,6,6,1.0,6,1,1,中核経路
固定射影,3,20260804,類似文,今日の天気は最高だ,node,187,0,50,6,6,1.0,6,1,1,中核経路
固定射影,3,20260804,類似文,今日の天気は最高だ,node,572,0,50,6,6,1.0,6,1,1,中核経路
固定射影,3,20260804,類似文,今日の天気は最高だ,node,194,0,0,1,6,0.16666667,1,0,0,一時経路
固定射影,3,20260804,類似文,今日の天気は最高だ,node,579,0,50,6,6,1.0,6,1,1,中核経路
固定射影,3,20260804,類似文,今日の天気は最高だ,node,66,20,50,2,2,1.0,2,1,1,定着した成長経路
固定射影,3,20260804,類似文,今日の天気は最高だ,node,201,0,50,6,6,1.0,6,1,1,中核経路
固定射影,3,20260804,類似文,今日の天気は最高だ,node,587,0,50,6,6,1.0,6,1,1,中核経路
固定射影,3,20260804,類似文,今日の天気は最高だ,node,461,0,50,6,6,1.0,6,1,1,中核経路
固定射影,3,20260804,類似文,今日の天気は最高だ,node,84,0,50,6,6,1.0,6,1,1,中核経路
固定射影,3,20260804,類似文,今日の天気は最高だ,node,212,0,50,6,6,1.0,6,1,1,中核経路
固定射影,3,20260804,類似文,今日の天気は最高だ,node,349,0,50,6,6,1.0,6,1,1,中核経路
固定射影,3,20260804,類似文,今日の天気は最高だ,node,224,0,50,6,6,1.0,6,1,1,中核経路
固定射影,3,20260804,類似文,今日の天気は最高だ,node,99,0,50,6,6,1.0,6,1,1,中核経路
固定射影,3,20260804,類似文,今日の天気は最高だ,node,483,50,50,1,1,1.0,1,1,1,定着した成長経路
固定射影,3,20260804,類似文,今日の天気は最高だ,node,489,0,50,6,6,1.0,6,1,1,中核経路
固定射影,3,20260804,類似文,今日の天気は最高だ,node,362,10,50,3,3,1.0,3,1,1,定着した成長経路
固定射影,3,20260804,類似文,今日の天気は最高だ,node,235,0,50,6,6,1.0,6,1,1,中核経路
固定射影,3,20260804,類似文,今日の天気は最高だ,node,492,0,50,6,6,1.0,6,1,1,中核経路
固定射影,3,20260804,類似文,今日の天気は最高だ,node,241,20,50,2,2,1.0,2,1,1,定着した成長経路
固定射影,3,20260804,類似文,今日の天気は最高だ,node,509,0,50,6,6,1.0,6,1,1,中核経路
固定射影,3,20260804,類似文,今日の天気は最高だ,edge,"[22, 536]",0,50,6,6,1.0,6,1,1,中核経路
固定射影,3,20260804,類似文,今日の天気は最高だ,edge,"[36, 349]",5,50,4,4,1.0,4,1,1,定着した成長経路
固定射影,3,20260804,類似文,今日の天気は最高だ,edge,"[99, 579]",0,50,6,6,1.0,6,1,1,中核経路
固定射影,3,20260804,類似文,今日の天気は最高だ,edge,"[22, 66]",20,50,2,2,1.0,2,1,1,定着した成長経路
固定射影,3,20260804,類似文,今日の天気は最高だ,edge,"[201, 572]",0,50,6,6,1.0,6,1,1,中核経路
固定射影,3,20260804,類似文,今日の天気は最高だ,edge,"[169, 393]",10,50,3,3,1.0,3,1,1,定着した成長経路
固定射影,3,20260804,類似文,今日の天気は最高だ,edge,"[201, 224]",0,50,6,6,1.0,6,1,1,中核経路
固定射影,3,20260804,類似文,今日の天気は最高だ,edge,"[194, 212]",0,0,1,6,0.16666667,1,0,0,一時経路
固定射影,3,20260804,類似文,今日の天気は最高だ,edge,"[235, 362]",10,50,3,3,1.0,3,1,1,定着した成長経路
固定射影,3,20260804,類似文,今日の天気は最高だ,edge,"[169, 545]",0,50,6,6,1.0,6,1,1,中核経路
固定射影,3,20260804,類似文,今日の天気は最高だ,edge,"[302, 461]",0,50,6,6,1.0,6,1,1,中核経路
固定射影,3,20260804,類似文,今日の天気は最高だ,edge,"[84, 492]",0,50,6,6,1.0,6,1,1,中核経路
固定射影,3,20260804,類似文,今日の天気は最高だ,edge,"[1, 512]",0,50,6,6,1.0,6,1,1,中核経路
固定射影,3,20260804,類似文,今日の天気は最高だ,edge,"[405, 587]",0,50,6,6,1.0,6,1,1,中核経路
固定射影,3,20260804,類似文,今日の天気は最高だ,edge,"[201, 235]",0,50,6,6,1.0,6,1,1,中核経路
固定射影,3,20260804,類似文,今日の天気は最高だ,edge,"[405, 489]",0,50,6,6,1.0,6,1,1,中核経路
固定射影,3,20260804,類似文,今日の天気は最高だ,edge,"[349, 545]",0,50,6,6,1.0,6,1,1,中核経路
固定射影,3,20260804,類似文,今日の天気は最高だ,edge,"[461, 509]",20,50,2,2,1.0,2,1,1,定着した成長経路
固定射影,3,20260804,類似文,今日の天気は最高だ,edge,"[212, 509]",0,50,6,6,1.0,6,1,1,中核経路
固定射影,3,20260804,類似文,今日の天気は最高だ,edge,"[135, 155]",0,50,6,6,1.0,6,1,1,中核経路
固定射影,3,20260804,類似文,今日の天気は最高だ,edge,"[277, 492]",0,50,6,6,1.0,6,1,1,中核経路
固定射影,3,20260804,類似文,今日の天気は最高だ,edge,"[302, 579]",0,50,6,6,1.0,6,1,1,中核経路
固定射影,3,20260804,類似文,今日の天気は最高だ,edge,"[51, 155]",0,50,6,6,1.0,6,1,1,中核経路
固定射影,3,20260804,類似文,今日の天気は最高だ,edge,"[148, 536]",0,50,6,6,1.0,6,1,1,中核経路
固定射影,3,20260804,類似文,今日の天気は最高だ,edge,"[84, 277]",0,50,6,6,1.0,6,1,1,中核経路
固定射影,3,20260804,類似文,今日の天気は最高だ,edge,"[99, 302]",0,20,5,6,0.83333333,5,0,0,一時経路
固定射影,3,20260804,類似文,今日の天気は最高だ,edge,"[144, 148]",20,50,2,2,1.0,2,1,1,定着した成長経路
固定射影,3,20260804,類似文,今日の天気は最高だ,edge,"[241, 572]",20,50,2,2,1.0,2,1,1,定着した成長経路
固定射影,3,20260804,類似文,今日の天気は最高だ,edge,"[271, 362]",50,50,1,1,1.0,1,1,1,定着した成長経路
固定射影,3,20260804,類似文,今日の天気は最高だ,edge,"[241, 483]",50,50,1,1,1.0,1,1,1,定着した成長経路
固定射影,3,20260804,類似文,今日の天気は最高だ,edge,"[212, 224]",0,50,6,6,1.0,6,1,1,中核経路
固定射影,3,20260804,類似文,今日の天気は最高だ,edge,"[1, 443]",0,50,6,6,1.0,6,1,1,中核経路
固定射影,3,20260804,無関係文,犬は公園を走っている,node,386,0,50,6,6,1.0,6,1,1,中核経路
固定射影,3,20260804,無関係文,犬は公園を走っている,node,134,0,50,6,6,1.0,6,1,1,中核経路
固定射影,3,20260804,無関係文,犬は公園を走っている,node,518,0,50,6,6,1.0,6,1,1,中核経路
固定射影,3,20260804,無関係文,犬は公園を走っている,node,395,0,50,6,6,1.0,6,1,1,中核経路
固定射影,3,20260804,無関係文,犬は公園を走っている,node,142,0,50,6,6,1.0,6,1,1,中核経路
固定射影,3,20260804,無関係文,犬は公園を走っている,node,400,0,50,6,6,1.0,6,1,1,中核経路
固定射影,3,20260804,無関係文,犬は公園を走っている,node,277,0,50,6,6,1.0,6,1,1,中核経路
固定射影,3,20260804,無関係文,犬は公園を走っている,node,27,0,50,6,6,1.0,6,1,1,中核経路
固定射影,3,20260804,無関係文,犬は公園を走っている,node,160,0,50,6,6,1.0,6,1,1,中核経路
固定射影,3,20260804,無関係文,犬は公園を走っている,node,295,0,50,6,6,1.0,6,1,1,中核経路
固定射影,3,20260804,無関係文,犬は公園を走っている,node,172,0,50,6,6,1.0,6,1,1,中核経路
固定射影,3,20260804,無関係文,犬は公園を走っている,node,301,0,50,6,6,1.0,6,1,1,中核経路
固定射影,3,20260804,無関係文,犬は公園を走っている,node,556,0,50,6,6,1.0,6,1,1,中核経路
固定射影,3,20260804,無関係文,犬は公園を走っている,node,304,0,50,6,6,1.0,6,1,1,中核経路
固定射影,3,20260804,無関係文,犬は公園を走っている,node,563,0,50,6,6,1.0,6,1,1,中核経路
固定射影,3,20260804,無関係文,犬は公園を走っている,node,184,0,50,6,6,1.0,6,1,1,中核経路
固定射影,3,20260804,無関係文,犬は公園を走っている,node,451,0,20,5,6,0.83333333,5,0,0,一時経路
固定射影,3,20260804,無関係文,犬は公園を走っている,node,200,0,50,6,6,1.0,6,1,1,中核経路
固定射影,3,20260804,無関係文,犬は公園を走っている,node,329,0,50,6,6,1.0,6,1,1,中核経路
固定射影,3,20260804,無関係文,犬は公園を走っている,node,335,0,50,6,6,1.0,6,1,1,中核経路
固定射影,3,20260804,無関係文,犬は公園を走っている,node,80,0,50,6,6,1.0,6,1,1,中核経路
固定射影,3,20260804,無関係文,犬は公園を走っている,node,209,0,50,6,6,1.0,6,1,1,中核経路
固定射影,3,20260804,無関係文,犬は公園を走っている,node,84,0,50,6,6,1.0,6,1,1,中核経路
固定射影,3,20260804,無関係文,犬は公園を走っている,node,341,0,50,6,6,1.0,6,1,1,中核経路
固定射影,3,20260804,無関係文,犬は公園を走っている,node,479,0,50,6,6,1.0,6,1,1,中核経路
固定射影,3,20260804,無関係文,犬は公園を走っている,node,225,0,50,6,6,1.0,6,1,1,中核経路
固定射影,3,20260804,無関係文,犬は公園を走っている,node,490,0,50,6,6,1.0,6,1,1,中核経路
固定射影,3,20260804,無関係文,犬は公園を走っている,node,492,0,50,6,6,1.0,6,1,1,中核経路
固定射影,3,20260804,無関係文,犬は公園を走っている,node,119,0,50,6,6,1.0,6,1,1,中核経路
固定射影,3,20260804,無関係文,犬は公園を走っている,node,382,0,50,6,6,1.0,6,1,1,中核経路
固定射影,3,20260804,無関係文,犬は公園を走っている,edge,"[295, 335]",0,50,6,6,1.0,6,1,1,中核経路
固定射影,3,20260804,無関係文,犬は公園を走っている,edge,"[209, 329]",0,50,6,6,1.0,6,1,1,中核経路
固定射影,3,20260804,無関係文,犬は公園を走っている,edge,"[400, 479]",0,50,6,6,1.0,6,1,1,中核経路
固定射影,3,20260804,無関係文,犬は公園を走っている,edge,"[84, 492]",0,50,6,6,1.0,6,1,1,中核経路
固定射影,3,20260804,無関係文,犬は公園を走っている,edge,"[395, 479]",0,50,6,6,1.0,6,1,1,中核経路
固定射影,3,20260804,無関係文,犬は公園を走っている,edge,"[160, 225]",0,50,6,6,1.0,6,1,1,中核経路
固定射影,3,20260804,無関係文,犬は公園を走っている,edge,"[172, 382]",0,50,6,6,1.0,6,1,1,中核経路
固定射影,3,20260804,無関係文,犬は公園を走っている,edge,"[304, 382]",0,20,5,6,0.83333333,5,0,0,一時経路
固定射影,3,20260804,無関係文,犬は公園を走っている,edge,"[142, 335]",0,50,6,6,1.0,6,1,1,中核経路
固定射影,3,20260804,無関係文,犬は公園を走っている,edge,"[160, 490]",0,50,6,6,1.0,6,1,1,中核経路
固定射影,3,20260804,無関係文,犬は公園を走っている,edge,"[386, 518]",0,50,6,6,1.0,6,1,1,中核経路
固定射影,3,20260804,無関係文,犬は公園を走っている,edge,"[277, 492]",0,50,6,6,1.0,6,1,1,中核経路
固定射影,3,20260804,無関係文,犬は公園を走っている,edge,"[341, 556]",0,50,6,6,1.0,6,1,1,中核経路
固定射影,3,20260804,無関係文,犬は公園を走っている,edge,"[200, 382]",0,50,6,6,1.0,6,1,1,中核経路
固定射影,3,20260804,無関係文,犬は公園を走っている,edge,"[184, 490]",0,50,6,6,1.0,6,1,1,中核経路
固定射影,3,20260804,無関係文,犬は公園を走っている,edge,"[225, 451]",0,20,5,6,0.83333333,5,0,0,一時経路
固定射影,3,20260804,無関係文,犬は公園を走っている,edge,"[329, 563]",0,50,6,6,1.0,6,1,1,中核経路
固定射影,3,20260804,無関係文,犬は公園を走っている,edge,"[84, 277]",0,50,6,6,1.0,6,1,1,中核経路
固定射影,3,20260804,無関係文,犬は公園を走っている,edge,"[301, 382]",0,50,6,6,1.0,6,1,1,中核経路
固定射影,3,20260804,無関係文,犬は公園を走っている,edge,"[119, 341]",0,50,6,6,1.0,6,1,1,中核経路
固定射影,3,20260804,無関係文,犬は公園を走っている,edge,"[27, 386]",0,50,6,6,1.0,6,1,1,中核経路
固定射影,3,20260804,無関係文,犬は公園を走っている,edge,"[172, 304]",0,50,6,6,1.0,6,1,1,中核経路
固定射影,4,20260804,学習文,今日は晴れて気持ちいい,node,277,0,50,6,6,1.0,6,1,1,中核経路
固定射影,4,20260804,学習文,今日は晴れて気持ちいい,node,22,0,50,6,6,1.0,6,1,1,中核経路
固定射影,4,20260804,学習文,今日は晴れて気持ちいい,node,536,0,50,6,6,1.0,6,1,1,中核経路
固定射影,4,20260804,学習文,今日は晴れて気持ちいい,node,33,0,50,6,6,1.0,6,1,1,中核経路
固定射影,4,20260804,学習文,今日は晴れて気持ちいい,node,545,0,50,6,6,1.0,6,1,1,中核経路
固定射影,4,20260804,学習文,今日は晴れて気持ちいい,node,550,0,50,6,6,1.0,6,1,1,中核経路
固定射影,4,20260804,学習文,今日は晴れて気持ちいい,node,298,50,50,1,1,1.0,1,1,1,定着した成長経路
固定射影,4,20260804,学習文,今日は晴れて気持ちいい,node,45,0,50,6,6,1.0,6,1,1,中核経路
固定射影,4,20260804,学習文,今日は晴れて気持ちいい,node,312,0,50,6,6,1.0,6,1,1,中核経路
固定射影,4,20260804,学習文,今日は晴れて気持ちいい,node,572,0,50,6,6,1.0,6,1,1,中核経路
固定射影,4,20260804,学習文,今日は晴れて気持ちいい,node,574,5,50,4,4,1.0,4,1,1,定着した成長経路
固定射影,4,20260804,学習文,今日は晴れて気持ちいい,node,63,0,50,6,6,1.0,6,1,1,中核経路
固定射影,4,20260804,学習文,今日は晴れて気持ちいい,node,318,20,50,2,2,1.0,2,1,1,定着した成長経路
固定射影,4,20260804,学習文,今日は晴れて気持ちいい,node,66,20,50,2,2,1.0,2,1,1,定着した成長経路
固定射影,4,20260804,学習文,今日は晴れて気持ちいい,node,81,0,50,6,6,1.0,6,1,1,中核経路
固定射影,4,20260804,学習文,今日は晴れて気持ちいい,node,84,0,50,6,6,1.0,6,1,1,中核経路
固定射影,4,20260804,学習文,今日は晴れて気持ちいい,node,349,0,50,6,6,1.0,6,1,1,中核経路
固定射影,4,20260804,学習文,今日は晴れて気持ちいい,node,354,5,50,4,4,1.0,4,1,1,定着した成長経路
固定射影,4,20260804,学習文,今日は晴れて気持ちいい,node,355,50,50,1,1,1.0,1,1,1,定着した成長経路
固定射影,4,20260804,学習文,今日は晴れて気持ちいい,node,102,50,50,1,1,1.0,1,1,1,定着した成長経路
固定射影,4,20260804,学習文,今日は晴れて気持ちいい,node,362,20,50,2,2,1.0,2,1,1,定着した成長経路
固定射影,4,20260804,学習文,今日は晴れて気持ちいい,node,369,0,50,6,6,1.0,6,1,1,中核経路
固定射影,4,20260804,学習文,今日は晴れて気持ちいい,node,372,0,50,6,6,1.0,6,1,1,中核経路
固定射影,4,20260804,学習文,今日は晴れて気持ちいい,node,121,0,50,6,6,1.0,6,1,1,中核経路
固定射影,4,20260804,学習文,今日は晴れて気持ちいい,node,381,0,50,6,6,1.0,6,1,1,中核経路
固定射影,4,20260804,学習文,今日は晴れて気持ちいい,node,399,0,50,6,6,1.0,6,1,1,中核経路
固定射影,4,20260804,学習文,今日は晴れて気持ちいい,node,144,10,50,3,3,1.0,3,1,1,定着した成長経路
固定射影,4,20260804,学習文,今日は晴れて気持ちいい,node,148,0,50,6,6,1.0,6,1,1,中核経路
固定射影,4,20260804,学習文,今日は晴れて気持ちいい,node,409,0,50,6,6,1.0,6,1,1,中核経路
固定射影,4,20260804,学習文,今日は晴れて気持ちいい,node,164,0,50,6,6,1.0,6,1,1,中核経路
固定射影,4,20260804,学習文,今日は晴れて気持ちいい,node,422,10,50,3,3,1.0,3,1,1,定着した成長経路
固定射影,4,20260804,学習文,今日は晴れて気持ちいい,node,168,0,50,6,6,1.0,6,1,1,中核経路
固定射影,4,20260804,学習文,今日は晴れて気持ちいい,node,169,0,50,6,6,1.0,6,1,1,中核経路
固定射影,4,20260804,学習文,今日は晴れて気持ちいい,node,201,0,50,6,6,1.0,6,1,1,中核経路
固定射影,4,20260804,学習文,今日は晴れて気持ちいい,node,461,20,50,2,2,1.0,2,1,1,定着した成長経路
固定射影,4,20260804,学習文,今日は晴れて気持ちいい,node,463,20,50,2,2,1.0,2,1,1,定着した成長経路
固定射影,4,20260804,学習文,今日は晴れて気持ちいい,node,212,0,50,6,6,1.0,6,1,1,中核経路
固定射影,4,20260804,学習文,今日は晴れて気持ちいい,node,224,0,50,6,6,1.0,6,1,1,中核経路
固定射影,4,20260804,学習文,今日は晴れて気持ちいい,node,235,0,50,6,6,1.0,6,1,1,中核経路
